Timestamp,xdk_id,Humidity,Pressure,Temperature,Light,Noise
2022-11-29 20:40:55,2,52,96575,28.691,11,27.242338
2022-11-29 20:41:01,2,52,96570,28.691,11,25.754248
2022-11-29 20:41:06,2,52,96572,28.691,11,28.243769
2022-11-29 20:41:12,2,52,96575,28.691,11,25.807699
2022-11-29 20:41:17,2,52,96574,28.691,11,23.214947
2022-11-29 20:41:23,2,53,96572,28.691,11,25.286201
2022-11-29 20:41:28,2,53,96576,28.671,11,26.127647
2022-11-29 20:41:33,2,53,96577,28.691,11,24.624216
2022-11-29 20:41:39,2,53,96577,28.691,11,27.223206
2022-11-29 20:41:44,2,53,96572,28.691,11,26.550539
2022-11-29 20:41:50,2,53,96572,28.691,11,25.91267
2022-11-29 20:42:01,2,53,96577,28.671,11,25.447887
2022-11-29 20:42:06,2,53,96575,28.691,11,26.152254
2022-11-29 20:42:12,2,53,96575,28.681,11,24.00676
2022-11-29 20:42:17,2,53,96574,28.681,11,25.964218
2022-11-29 20:42:23,2,53,96573,28.691,11,24.086449
2022-11-29 20:42:28,2,53,96576,28.691,11,26.747482
2022-11-29 20:42:34,2,53,96575,28.691,11,23.562567
2022-11-29 20:42:39,2,53,96582,28.691,11,24.203306
2022-11-29 20:42:44,2,53,96576,28.691,11,11.801657
2022-11-29 20:42:50,2,53,96574,28.691,11,27.483673
2022-11-29 20:42:55,2,53,96580,28.691,11,26.935883
2022-11-29 20:43:01,2,53,96577,28.691,11,25.007912
2022-11-29 20:43:06,2,53,96572,28.691,11,26.225246
2022-11-29 20:43:12,2,53,96573,28.691,11,26.873985
2022-11-29 20:43:17,2,53,96572,28.691,11,27.037121
2022-11-29 20:43:22,2,53,96575,28.701,11,29.211351
2022-11-29 20:43:28,2,53,96574,28.691,11,26.002483
2022-11-29 20:43:34,2,53,96577,28.691,11,25.547729
2022-11-29 20:43:39,2,53,96573,28.691,11,27.970047
2022-11-29 20:43:44,2,53,96575,28.701,11,24.624216
2022-11-29 20:43:50,2,53,96575,28.701,11,29.187025
2022-11-29 20:43:55,2,53,96581,28.701,11,24.86178
2022-11-29 20:44:01,2,53,96578,28.701,11,23.403801
2022-11-29 20:44:06,2,53,96578,28.691,11,25.847363
2022-11-29 20:44:12,2,53,96576,28.691,11,26.779457
2022-11-29 20:44:17,2,53,96580,28.701,11,25.118263
2022-11-29 20:44:23,2,53,96573,28.701,11,24.00676
2022-11-29 20:44:28,2,53,96575,28.701,11,26.95632
2022-11-29 20:44:33,2,53,96577,28.71,11,25.345695
2022-11-29 20:44:39,2,53,96579,28.701,11,26.249308
2022-11-29 20:44:44,2,53,96578,28.71,11,24.125751
2022-11-29 20:44:50,2,53,96572,28.691,11,25.713722
2022-11-29 20:44:55,2,53,96572,28.701,11,26.873987
2022-11-29 20:45:01,2,53,96576,28.71,11,26.39094
2022-11-29 20:45:06,2,53,96574,28.701,11,31.181461
2022-11-29 20:45:12,2,53,96575,28.701,11,35.110477
2022-11-29 20:45:17,2,53,96571,28.701,11,46.196926
2022-11-29 20:45:22,2,53,96572,28.701,11,23.403801
2022-11-29 20:45:28,2,53,96577,28.701,11,26.471474
2022-11-29 20:45:33,2,53,96572,28.71,11,32.224682
2022-11-29 20:45:39,2,53,96575,28.71,11,31.917034
2022-11-29 20:45:44,2,53,96576,28.701,11,26.367653
2022-11-29 20:45:50,2,53,96576,28.701,11,24.391342
2022-11-29 20:45:55,2,53,96577,28.721,11,25.781055
2022-11-29 20:46:00,2,53,96579,28.71,11,25.547729
2022-11-29 20:46:06,2,53,96577,28.71,11,40.369873
2022-11-29 20:46:11,2,53,96571,28.701,11,26.99691
2022-11-29 20:46:17,2,53,96574,28.71,11,28.896965
2022-11-29 20:46:22,2,53,96575,28.71,11,26.225248
2022-11-29 20:46:28,2,53,96575,28.71,11,34.086449
2022-11-29 20:46:33,2,53,96577,28.71,11,26.661055
2022-11-29 20:46:39,2,53,96576,28.721,11,27.528587
2022-11-29 20:46:44,2,53,96572,28.71,11,26.402536
2022-11-29 20:46:49,2,53,96570,28.71,11,27.242336
2022-11-29 20:46:55,2,53,96577,28.721,11,21.801655
2022-11-29 20:47:00,2,53,96577,28.71,11,27.492695
2022-11-29 20:47:06,2,53,96575,28.71,11,23.517796
2022-11-29 20:47:11,2,53,96572,28.71,11,24.589191
2022-11-29 20:47:17,2,53,96572,28.71,11,22.676193
2022-11-29 20:47:22,2,53,96577,28.721,11,27.805523
2022-11-29 20:47:28,2,53,96575,28.71,11,27.203989
2022-11-29 20:47:33,2,53,96574,28.71,11,25.834181
2022-11-29 20:47:38,2,53,96572,28.721,11,26.285152
2022-11-29 20:47:44,2,53,96571,28.71,11,28.593142
2022-11-29 20:47:49,2,53,96574,28.71,11,27.91317
2022-11-29 20:47:55,2,53,96572,28.71,11,24.317102
2022-11-29 20:48:00,2,53,96572,28.71,11,26.26129
2022-11-29 20:48:05,2,53,96571,28.71,11,19.638493
2022-11-29 20:48:11,2,53,96570,28.701,11,28.370745
2022-11-29 20:48:16,2,53,96574,28.721,11,24.317102
2022-11-29 20:48:22,2,53,96570,28.71,11,26.51683
2022-11-29 20:48:27,2,53,96571,28.701,11,27.625788
2022-11-29 20:48:33,2,53,96571,28.71,11,21.34408
2022-11-29 20:48:38,2,53,96573,28.71,11,23.540239
2022-11-29 20:48:44,2,53,96577,28.721,11,26.779457
2022-11-29 20:48:49,2,53,96573,28.721,11,29.572018
2022-11-29 20:48:54,2,53,96578,28.71,11,23.380638
2022-11-29 20:49:00,2,53,96568,28.71,11,27.09675
2022-11-29 20:49:05,2,53,96575,28.71,11,26.115294
2022-11-29 20:49:11,2,53,96576,28.71,11,26.285151
2022-11-29 20:49:16,2,53,96573,28.71,11,28.864239
2022-11-29 20:49:21,2,53,96570,28.701,11,25.754248
2022-11-29 20:49:27,2,53,96571,28.71,11,27.46558
2022-11-29 20:49:32,2,53,96572,28.71,11,27.017059
2022-11-29 20:49:38,2,53,96570,28.71,11,25.023848
2022-11-29 20:49:43,2,53,96580,28.721,11,19.174805
2022-11-29 20:49:49,2,53,96577,28.721,11,27.299234
2022-11-29 20:49:54,2,53,96580,28.73,11,25.301151
2022-11-29 20:49:59,2,53,96583,28.721,11,24.164701
2022-11-29 20:50:05,2,53,96582,28.721,11,28.175014
2022-11-29 20:50:10,2,53,96581,28.71,11,22.889385
